user_id	video_id	date	hourmin	time_ms	is_click	is_follow	is_comment	is_forward	long_view	play_time_ms	duration_ms	comment_stay_time	is_profile_enter	label	timestamp
111	3892024	20220410	1700	1649581149287	1	0	0	0	1	46186	45916	7639	0	1	2022-04-10 08:59:09
111	2629583	20220411	1600	1649664552983	1	0	1	0	0	14549	0	5045	0	1	2022-04-11 08:09:12
111	1135013	20220411	1600	1649664993737	0	0	0	0	0	5148	0	0	0	1	2022-04-11 08:16:33
111	2584398	20220413	300	1649791379969	0	0	0	0	0	5738	7623	0	0	1	2022-04-12 19:22:59
111	1010270	20220415	2000	1650025158483	1	0	0	0	0	10017	0	1193	0	1	2022-04-15 12:19:18
111	1574804	20220417	1900	1650194523729	1	0	1	0	0	644	186066	19757	0	1	2022-04-17 11:22:03
111	3640331	20220417	2100	1650199521272	0	0	0	0	0	5125	9466	0	0	1	2022-04-17 12:45:21
111	1040229	20220418	1800	1650276691601	1	0	0	0	1	33896	29666	2033	0	1	2022-04-18 10:11:31
111	305274	20220419	100	1650304224681	1	0	0	0	1	35196	67700	4594	0	1	2022-04-18 17:50:24
111	3350306	20220419	2000	1650369176631	1	0	0	0	1	95250	106000	20453	0	1	2022-04-19 11:52:56
111	4285901	20220420	2200	1650464375099	1	0	0	0	0	7470	8883	2384	0	1	2022-04-20 14:19:35
127	77493	20220408	1900	1649416955767	1	0	1	0	1	65847	93633	24381	0	1	2022-04-08 11:22:35
127	227545	20220408	2000	1649421917658	1	0	0	0	1	53171	29433	0	0	1	2022-04-08 12:45:17
127	3516097	20220409	2100	1649511844876	1	0	0	0	1	16897	13200	0	0	1	2022-04-09 13:44:04
127	2400237	20220410	1700	1649580340702	0	0	0	0	0	3664	0	0	0	1	2022-04-10 08:45:40
127	3989133	20220410	1700	1649580839858	1	0	0	0	0	7686	11511	0	0	1	2022-04-10 08:53:59
127	1872110	20220410	1800	1649586400658	1	0	0	0	0	10453	15666	0	0	1	2022-04-10 10:26:40
127	2594	20220411	2000	1649679278782	1	0	1	0	1	25854	0	16626	0	1	2022-04-11 12:14:38
127	2329760	20220411	2200	1649685144659	1	0	0	0	0	14224	0	2059	0	1	2022-04-11 13:52:24
127	3250691	20220412	1800	1649758622120	1	0	0	0	1	10175	9450	0	0	1	2022-04-12 10:17:02
127	335275	20220412	2100	1649770885681	1	0	0	0	1	20427	14266	0	0	1	2022-04-12 13:41:25
127	1893470	20220414	1900	1649934425858	1	0	0	0	1	14088	8066	4638	1	1	2022-04-14 11:07:05
127	2224611	20220414	1900	1649935663175	1	0	0	0	1	19400	13200	0	0	1	2022-04-14 11:27:43
127	1720678	20220414	2100	1649941475821	1	0	1	0	1	19446	14133	4366	0	1	2022-04-14 13:04:35
127	1836527	20220415	1800	1650015943827	1	0	0	0	1	42768	39066	0	0	1	2022-04-15 09:45:43
127	3041882	20220416	1100	1650077488935	1	0	0	0	1	27017	19166	0	1	1	2022-04-16 02:51:28
127	1953915	20220416	1400	1650088809966	1	0	0	0	1	14628	12600	0	0	1	2022-04-16 06:00:09
127	3439300	20220417	2200	1650206271182	1	0	0	0	1	46941	43300	0	0	1	2022-04-17 14:37:51
127	86920	20220417	2200	1650206432285	0	0	0	0	0	4186	0	0	0	1	2022-04-17 14:40:32
127	3406946	20220419	2100	1650373131991	1	0	0	0	1	111879	91866	8264	1	1	2022-04-19 12:58:51
127	937317	20220421	1200	1650513161571	1	0	0	0	1	15124	12000	0	0	1	2022-04-21 03:52:41
127	3953786	20220421	1200	1650514274983	1	0	0	0	1	86063	79840	0	0	1	2022-04-21 04:11:14
127	1802534	20220421	2100	1650547735072	1	0	0	0	1	31046	26300	0	0	1	2022-04-21 13:28:55
136	77493	20220408	1200	1649389926479	0	0	0	0	1	103956	93633	3721	0	1	2022-04-08 03:52:06
136	408761	20220408	1200	1649391660375	0	0	0	0	0	4554	7233	0	0	1	2022-04-08 04:21:00
136	3449491	20220408	1200	1649391894003	0	0	0	0	0	5153	7916	0	0	1	2022-04-08 04:24:54
136	2192768	20220408	1900	1649415167652	1	0	0	0	0	13511	19283	0	0	1	2022-04-08 10:52:47
136	2569001	20220408	1900	1649415167652	0	0	0	0	0	1433	7833	0	0	1	2022-04-08 10:52:47
136	730579	20220408	2000	1649418744020	0	0	0	0	0	5355	102416	0	0	1	2022-04-08 11:52:24
136	715823	20220408	2000	1649418744020	0	0	0	0	0	2964	0	0	0	1	2022-04-08 11:52:24
136	1385634	20220408	2000	1649420769775	0	0	0	0	0	4161	10500	0	0	1	2022-04-08 12:26:09
136	1123431	20220408	2100	1649425097078	0	0	0	0	0	3741	7233	0	0	1	2022-04-08 13:38:17
136	3623687	20220408	2300	1649432885243	0	0	0	0	0	3383	11966	0	0	1	2022-04-08 15:48:05
136	846598	20220409	900	1649465294180	0	0	0	0	0	3764	9800	0	0	1	2022-04-09 00:48:14
136	84265	20220409	1200	1649477659426	1	0	0	0	1	18179	188440	0	0	1	2022-04-09 04:14:19
136	247039	20220409	1900	1649502705730	0	0	0	0	0	2046	12316	0	0	1	2022-04-09 11:11:45
136	4311966	20220409	1900	1649504349114	0	0	0	0	0	1452	7550	0	0	1	2022-04-09 11:39:09
136	2127654	20220409	2000	1649504669399	0	0	0	0	0	5637	76183	0	0	1	2022-04-09 11:44:29
136	1893540	20220409	2100	1649512114883	0	0	0	0	0	1291	10200	0	0	1	2022-04-09 13:48:34
136	2053947	20220409	2200	1649512900845	0	0	0	0	0	2983	12288	0	0	1	2022-04-09 14:01:40
136	263776	20220409	2200	1649512999256	1	0	0	0	1	77412	251400	0	0	1	2022-04-09 14:03:19
136	1467558	20220409	2200	1649513512485	0	0	0	0	0	3784	9383	0	0	1	2022-04-09 14:11:52
136	3347532	20220410	1200	1649566223561	1	0	0	0	1	19920	9783	0	0	1	2022-04-10 04:50:23
136	1523067	20220410	1600	1649578393245	0	0	0	0	0	3800	7533	0	0	1	2022-04-10 08:13:13
136	2207508	20220410	1700	1649582629882	0	0	0	0	0	2066	11066	0	0	1	2022-04-10 09:23:49
136	2673674	20220412	1200	1649736065756	0	0	0	0	0	5536	28183	0	0	1	2022-04-12 04:01:05
136	4149715	20220412	1200	1649737375131	1	0	0	0	1	10437	9500	0	0	1	2022-04-12 04:22:55
136	3356336	20220412	1200	1649737375131	0	0	0	0	0	4005	13625	0	0	1	2022-04-12 04:22:55
136	359498	20220412	1200	1649737860287	1	0	0	0	0	15302	125000	0	0	1	2022-04-12 04:31:00
136	6687	20220413	1200	1649823518939	0	0	0	0	0	4635	7600	0	0	1	2022-04-13 04:18:38
136	2194597	20220414	1800	1649929612831	1	0	0	0	0	689	225866	0	0	1	2022-04-14 09:46:52
136	342696	20220414	1800	1649930380453	0	0	0	0	0	3891	78866	0	0	1	2022-04-14 09:59:40
136	1209646	20220414	1800	1649930380453	1	0	0	0	0	9794	10016	0	0	1	2022-04-14 09:59:40
136	3771637	20220414	1800	1649930434492	0	0	0	0	0	4096	74616	0	0	1	2022-04-14 10:00:34
136	3451537	20220414	1800	1649930434492	1	0	0	0	1	29276	33000	0	0	1	2022-04-14 10:00:34
136	4271689	20220414	1800	1649930537134	0	0	0	0	0	2191	7466	0	0	1	2022-04-14 10:02:17
136	382252	20220414	1800	1649931328949	0	0	0	0	0	2338	7516	0	0	1	2022-04-14 10:15:28
136	1825069	20220414	1800	1649931399531	1	0	0	0	1	23131	12083	5052	0	1	2022-04-14 10:16:39
136	1623683	20220414	1800	1649931399531	0	0	0	0	0	4558	9066	0	0	1	2022-04-14 10:16:39
136	3097742	20220414	1800	1649931399531	0	0	0	1	1	52922	66666	1957	0	1	2022-04-14 10:16:39
136	1466466	20220414	1800	1649931422744	1	0	0	0	0	7138	10950	0	0	1	2022-04-14 10:17:02
136	2686356	20220414	1800	1649931422744	0	0	0	0	0	1462	8466	0	0	1	2022-04-14 10:17:02
136	3259225	20220414	1800	1649931565015	0	0	0	0	0	4864	16100	0	0	1	2022-04-14 10:19:25
136	1040944	20220414	1800	1649931645122	1	0	0	0	1	7002	7600	0	0	1	2022-04-14 10:20:45
136	3703671	20220414	1800	1649931645122	1	0	0	0	0	9303	13300	0	0	1	2022-04-14 10:20:45
136	2115635	20220414	1800	1649931667966	1	0	0	0	0	8198	10000	0	0	1	2022-04-14 10:21:07
136	335275	20220414	1800	1649931685421	0	0	0	0	0	6215	14266	0	0	1	2022-04-14 10:21:25
136	2303	20220414	1800	1649932131020	0	0	0	0	0	2851	25933	0	0	1	2022-04-14 10:28:51
136	1510587	20220414	1800	1649932271750	0	0	0	0	0	313	170500	0	0	1	2022-04-14 10:31:11
136	3881046	20220414	1800	1649932463792	0	0	0	0	0	2228	6733	0	0	1	2022-04-14 10:34:23
136	614226	20220414	1800	1649932463792	0	0	0	0	0	3026	34800	0	0	1	2022-04-14 10:34:23
136	2059502	20220414	1800	1649933217545	0	0	1	0	1	46068	109300	6657	0	1	2022-04-14 10:46:57
136	872979	20220414	1900	1649933921148	0	0	0	0	0	3494	14800	0	0	1	2022-04-14 10:58:41
136	2218242	20220414	1900	1649933999723	1	0	0	0	1	16400	15533	0	0	1	2022-04-14 10:59:59
136	659504	20220414	1900	1649934127638	1	0	0	0	1	17102	16100	0	0	1	2022-04-14 11:02:07
136	784761	20220414	1900	1649934551391	1	0	0	0	1	47968	49300	0	0	1	2022-04-14 11:09:11
136	614637	20220414	1900	1649934638964	0	0	0	0	0	4205	7333	0	0	1	2022-04-14 11:10:38
136	3595982	20220414	1900	1649934936465	1	0	0	0	1	87597	87440	0	0	1	2022-04-14 11:15:36
136	304614	20220414	1900	1649935237992	1	0	0	0	1	32892	31687	0	0	1	2022-04-14 11:20:37
136	4089029	20220414	1900	1649935957253	0	0	0	0	0	2653	11881	0	0	1	2022-04-14 11:32:37
136	2289295	20220414	2000	1649937186157	1	0	0	0	0	8005	25666	0	0	1	2022-04-14 11:53:06
136	2018065	20220414	2000	1649937510270	0	0	0	0	0	1821	26900	0	0	1	2022-04-14 11:58:30
136	1563218	20220414	2000	1649937510270	0	0	0	0	0	4965	8416	0	0	1	2022-04-14 11:58:30
136	2953680	20220414	2000	1649938075421	0	0	0	0	0	1612	8866	0	0	1	2022-04-14 12:07:55
136	1793628	20220414	2000	1649938075421	1	0	0	0	1	19384	197673	0	0	1	2022-04-14 12:07:55
136	3796	20220414	2000	1649939355419	1	0	0	0	1	18244	21383	0	0	1	2022-04-14 12:29:15
136	3095574	20220414	2000	1649940555850	1	0	0	0	0	6093	9500	0	0	1	2022-04-14 12:49:15
136	1026342	20220415	1900	1650021250701	0	0	0	0	0	2220	10016	0	0	1	2022-04-15 11:14:10
136	2858911	20220415	1900	1650021365649	0	0	0	0	0	2988	8983	0	0	1	2022-04-15 11:16:05
136	4075241	20220415	1900	1650022639428	0	0	0	0	0	2717	8300	0	0	1	2022-04-15 11:37:19
136	647	20220415	2000	1650024149409	0	0	0	0	0	4982	75966	0	0	1	2022-04-15 12:02:29
136	6860	20220415	2000	1650025549470	0	0	0	0	0	2605	28966	0	0	1	2022-04-15 12:25:49
136	1873253	20220415	2000	1650026378736	0	0	0	0	0	3968	6800	0	0	1	2022-04-15 12:39:38
136	218065	20220416	1300	1650088113832	1	0	0	0	1	27318	26160	0	0	1	2022-04-16 05:48:33
136	3663003	20220416	1400	1650088326653	1	0	0	0	1	54552	82000	0	0	1	2022-04-16 05:52:06
136	2743386	20220416	2000	1650110543116	1	0	0	0	1	11747	10560	0	0	1	2022-04-16 12:02:23
136	2000635	20220416	2000	1650111091581	1	0	0	0	1	23955	23833	0	0	1	2022-04-16 12:11:31
136	1284143	20220416	2000	1650111171877	1	0	0	0	1	22872	22783	0	0	1	2022-04-16 12:12:51
136	1293320	20220416	2000	1650111171877	1	0	0	0	1	49032	49400	0	0	1	2022-04-16 12:12:51
136	3696231	20220416	2000	1650111171877	1	0	0	0	0	343	145516	0	1	1	2022-04-16 12:12:51
136	1978571	20220416	2000	1650111832953	1	0	0	0	1	20533	10500	0	0	1	2022-04-16 12:23:52
136	3507500	20220416	2100	1650116260234	1	0	0	0	0	10057	29400	0	0	1	2022-04-16 13:37:40
136	3934979	20220416	2200	1650116742024	1	0	0	0	0	768	37983	0	0	1	2022-04-16 13:45:42
136	390156	20220417	1500	1650178578425	0	0	0	0	0	2173	8966	0	0	1	2022-04-17 06:56:18
136	1953915	20220417	1500	1650180083469	1	0	0	0	0	7465	12600	0	0	1	2022-04-17 07:21:23
136	2496104	20220417	1500	1650180548215	1	0	0	0	0	17050	18166	0	0	1	2022-04-17 07:29:08
136	2586476	20220420	1800	1650448383503	1	0	0	0	0	15059	37866	0	0	1	2022-04-20 09:53:03
136	4264690	20220420	1800	1650450051629	1	0	0	0	1	63859	78866	0	0	1	2022-04-20 10:20:51
136	3771221	20220420	1800	1650450202292	0	0	0	0	0	4775	8700	0	0	1	2022-04-20 10:23:22
136	2553387	20220420	1800	1650450202292	1	0	0	0	0	13311	33200	0	0	1	2022-04-20 10:23:22
136	2826608	20220421	1200	1650513730132	1	0	0	0	1	15090	15000	0	0	1	2022-04-21 04:02:10
136	1335262	20220421	1800	1650535541830	0	0	0	0	0	4115	6966	0	0	1	2022-04-21 10:05:41
136	3078525	20220421	2200	1650551916036	0	0	0	0	0	2540	12533	0	0	1	2022-04-21 14:38:36
176	476913	20220408	2200	1649427658717	0	0	0	0	0	449	13433	0	0	1	2022-04-08 14:20:58
176	1577727	20220410	1200	1649564200541	0	0	0	0	0	3946	0	0	0	1	2022-04-10 04:16:40
176	2657066	20220410	2200	1649598876972	1	0	0	0	0	1695	10800	0	0	1	2022-04-10 13:54:36
176	3878417	20220413	1200	1649825237084	1	0	0	0	0	10859	0	0	0	1	2022-04-13 04:47:17
176	3480279	20220413	1700	1649841758126	0	0	0	0	0	5070	7166	0	0	1	2022-04-13 09:22:38
176	4028689	20220413	1700	1649842068958	1	0	0	0	0	17560	24050	0	0	1	2022-04-13 09:27:48
176	3643643	20220413	1800	1649844593699	1	0	0	0	0	12331	13900	0	1	1	2022-04-13 10:09:53
176	2617347	20220413	2200	1649858518724	0	0	0	0	0	5248	16983	0	0	1	2022-04-13 14:01:58
176	4136295	20220413	2300	1649863330366	0	0	0	0	0	2749	8172	0	0	1	2022-04-13 15:22:10
176	142868	20220413	2300	1649863390338	0	0	0	0	0	4195	5550	0	0	1	2022-04-13 15:23:10
176	3266288	20220413	2300	1649863443677	0	0	0	0	0	5455	6633	0	0	1	2022-04-13 15:24:03
176	2237357	20220414	2200	1649944247284	1	0	0	0	0	1873	8850	0	0	1	2022-04-14 13:50:47
176	607946	20220415	1500	1650007664657	1	0	0	0	0	57	7133	0	0	1	2022-04-15 07:27:44
